#TYPE Selected.System.String
"Location","Adduser","Notes","UserName","WindowsVer","Processor","RAM","Disk","DiskType","Manu","Model","Serial","Replace","PrinterModel","Color","MFP"
"","","","MAINTHREAD\BLovell","Microsoft Windows 10 Pro","AMD Ryzen Threadripper 2950X 16-Core Processor ","32","466","SSD","To Be Filled By O.E.M.","To Be Filled By O.E.M.","To Be Filled By O.E.M.","No","",,
